Gene,seqnames,start,end,source,type,score,Alias,start_in_plot,end_in_plot,final_posi_plot
34173at155619,Scaffold08,1756178,1758380,BUSCO,gene,423.3,,34321249,34323451,34322350
34204at155619,Scaffold12,1040194,1043475,BUSCO,gene,401.3,,48102093,48105374,48103733.5
34253at155619,Scaffold10,1219390,1220426,BUSCO,gene,233.4,,41819493,41820529,41820011
34264at155619,Scaffold01,1496367,1497551,BUSCO,gene,290.4,ATP12-domain-containing protein,1496367,1497551,1496959
34342at155619,Scaffold01,2314835,2315966,BUSCO,gene,328.8,,2314835,2315966,2315400.5
34351at155619,Scaffold01,1694533,1695643,BUSCO,gene,321.5,DnaJ domain,1694533,1695643,1695088
34371at155619,Scaffold02,2368191,2369052,BUSCO,gene,325.9,spindle assembly checkpoint protein,6636773,6637634,6637203.5
34399at155619,Scaffold02,2126688,2127845,BUSCO,gene,274.9,,6395270,6396427,6395848.5
34400at155619,Scaffold02,1510979,1512579,BUSCO,gene,342.4,,5779561,5781161,5780361
34444at155619,Scaffold03,3720366,3721419,BUSCO,gene,401.4,,13270784,13271837,13271310.5
34526at155619,Scaffold08,1136640,1137553,BUSCO,gene,331.6,DNA-directed RNA polymerase RPB5 subunit,33701711,33702624,33702167.5
34561at155619,Scaffold09,2466660,2468016,BUSCO,gene,201.9,,38712564,38713920,38713242
3456at155619,Scaffold10,1141255,1143981,BUSCO,gene,1298.5,Protein transport protein SEC23,41741358,41744084,41742721
34570at155619,Scaffold01,2124356,2125244,BUSCO,gene,239.7,Cytochrome c heme lyase,2124356,2125244,2124800
34607at155619,Scaffold08,1388777,1390137,BUSCO,gene,405.5,mitochondrial carrier,33953848,33955208,33954528
34643at155619,Scaffold01,3239381,3240466,BUSCO,gene,278.2,methyltransferase domain-containing protein,3239381,3240466,3239923.5
34662at155619,Scaffold02,2505359,2508380,BUSCO,gene,439.3,,6773941,6776962,6775451.5
34688at155619,Scaffold07,3576630,3577469,BUSCO,gene,343.4,,31901527,31902366,31901946.5
34784at155619,Scaffold03,2677498,2678896,BUSCO,gene,302.7,,12227916,12229314,12228615
34812at155619,Scaffold01,1686628,1687715,BUSCO,gene,399.8,,1686628,1687715,1687171.5
34819at155619,Scaffold10,1118620,1119925,BUSCO,gene,198.9,,41718723,41720028,41719375.5
34826at155619,Scaffold07,2163902,2165188,BUSCO,gene,355.2,F-actin capping protein  alpha subunit,NA,30488799,30490085
34836at155619,Scaffold07,2379324,2380657,BUSCO,gene,394.5,,30704221,30705554,30704887.5
34987at155619,Scaffold03,1723957,1724848,BUSCO,gene,371.4,,11274375,11275266,11274820.5
35055at155619,Scaffold02,2620607,2624707,BUSCO,gene,281.1,metal ion transmembrane transporter activity,6889189,6893289,6891239
35081at155619,Scaffold04,3197608,3198948,BUSCO,gene,292.1,,17689922,17691262,17690592
35088at155619,Scaffold11,2813028,2814130,BUSCO,gene,269.6,,46226342,46227444,46226893
35117at155619,Scaffold03,4210156,4211723,BUSCO,gene,341,Alpha/Beta hydrolase fold,13760574,13762141,13761357.5
35127at155619,Scaffold05,2195705,2197571,BUSCO,gene,399.8,,21474354,21476220,21475287
35162at155619,Scaffold02,2881291,2882402,BUSCO,gene,377.7,,7149873,7150984,7150428.5
35193at155619,Scaffold11,1372942,1373772,BUSCO,gene,341.4,,44786256,44787086,44786671
35253at155619,Scaffold01,1937455,1938513,BUSCO,gene,367.8,,1937455,1938513,1937984
35349at155619,Scaffold03,3449049,3450210,BUSCO,gene,238.9,,12999467,13000628,13000047.5
35361at155619,Scaffold10,2361983,2363457,BUSCO,gene,207.3,,42962086,42963560,42962823
35381at155619,Scaffold12,1168833,1169931,BUSCO,gene,179.2,AhpC-TSA-domain-containing protein,48230732,48231830,48231281
35464at155619,Scaffold02,4023560,4024597,BUSCO,gene,329.3,ras-domain-containing protein,8292142,8293179,8292660.5
35479at155619,Scaffold05,3226023,3227362,BUSCO,gene,318,,22504672,22506011,22505341.5
35539at155619,Scaffold05,925142,926704,BUSCO,gene,291.1,predicted protein,20203791,20205353,20204572
35573at155619,Scaffold05,1982676,1983715,BUSCO,gene,323,P-loop containing nucleoside triphosphate hydrolase protein,21261325,21262364,21261844.5
35579at155619,Scaffold09,2492022,2493088,BUSCO,gene,276.2,,38737926,38738992,38738459
3559at155619,Scaffold05,2167636,2171696,BUSCO,gene,927.9,,21446285,21450345,21448315
35618at155619,Scaffold05,4242067,4243406,BUSCO,gene,379.2,,23520716,23522055,23521385.5
35642at155619,Scaffold03,3059109,3060000,BUSCO,gene,174.5,Mediator of RNA polymerase II transcription subunit 18,12609527,12610418,12609972.5
35646at155619,Scaffold03,1689070,1689957,BUSCO,gene,306.5,Mitochondrial 18kDa protein,11239488,11240375,11239931.5
3564at155619,Scaffold01,1203865,1207623,BUSCO,gene,1305.3,,1203865,1207623,1205744
3565at155619,Scaffold02,3269281,3273034,BUSCO,gene,892.8,Synaptotagmin-like mitochondrial-lipid-binding domain,7537863,7541616,7539739.5
35668at155619,Scaffold08,498080,499111,BUSCO,gene,353.6,,33063151,33064182,33063666.5
35696at155619,Scaffold07,3278154,3279583,BUSCO,gene,220.9,,31603051,31604480,31603765.5
35715at155619,Scaffold06,1296377,1299880,BUSCO,gene,58.6,,27001281,27004784,27003032.5
35717at155619,Scaffold03,3686155,3687027,BUSCO,gene,323.1,,13236573,13237445,13237009
35719at155619,Scaffold05,1872445,1874040,BUSCO,gene,222.1,cyclin-domain-containing protein,21151094,21152689,21151891.5
3579at155619,Scaffold08,1680035,1683265,BUSCO,gene,1371.4,,34245106,34248336,34246721
35825at155619,Scaffold07,2217610,2218728,BUSCO,gene,258.5,,30542507,30543625,30543066
35887at155619,Scaffold04,3225219,3226347,BUSCO,gene,200.7,,17717533,17718661,17718097
35889at155619,Scaffold05,1799744,1800713,BUSCO,gene,332.5,,21078393,21079362,21078877.5
35949at155619,Scaffold03,2975409,2976197,BUSCO,gene,319.5,,12525827,12526615,12526221
36025at155619,Scaffold02,3517286,3518008,BUSCO,gene,259.1,,7785868,7786590,7786229
36034at155619,Scaffold02,1632977,1633933,BUSCO,gene,370.8,,5901559,5902515,5902037
36071at155619,Scaffold01,1669596,1670225,BUSCO,gene,237.6,,1669596,1670225,1669910.5
3609at155619,Scaffold04,1246227,1249726,BUSCO,gene,958.8,Dipeptidylpeptidase IV  N-termil domain,NA,15738541,15742040
36145at155619,Scaffold02,1771191,1772517,BUSCO,gene,277.5,,6039773,6041099,6040436
36161at155619,Scaffold05,1841972,1843266,BUSCO,gene,341.2,UPF0005-domain-containing protein,21120621,21121915,21121268
36178at155619,Scaffold05,5529491,5530590,BUSCO,gene,284.9,,24808140,24809239,24808689.5
36209at155619,Scaffold04,3131587,3133611,BUSCO,gene,363.7,,17623901,17625925,17624913
36266at155619,Scaffold06,2126721,2127909,BUSCO,gene,241.9,,27831625,27832813,27832219
36269at155619,Scaffold01,2341610,2342402,BUSCO,gene,341.3,,2341610,2342402,2342006
36276at155619,Scaffold01,3409190,3410688,BUSCO,gene,315.6,,3409190,3410688,3409939
36292at155619,Scaffold02,1460422,1461338,BUSCO,gene,348.3,Leucine-rich repeat,5729004,5729920,5729462
3631at155619,Scaffold03,2848134,2856976,BUSCO,gene,177.4,Stb2/Stb6,12398552,12407394,12402973
36432at155619,Scaffold09,2168338,2170062,BUSCO,gene,230.2,cysteine proteinase,38414242,38415966,38415104
36446at155619,Scaffold12,1648101,1648970,BUSCO,gene,323.3,Proteasome subunit beta type,48710000,48710869,48710434.5
36463at155619,Scaffold05,2194268,2195362,BUSCO,gene,248.7,autophagy-related 27,21472917,21474011,21473464
36547at155619,Scaffold01,1880165,1884095,BUSCO,gene,518,Hamartin,1880165,1884095,1882130
36559at155619,Scaffold02,4174676,4176622,BUSCO,gene,350.1,H/ACA ribonucleoprotein complex non-core subunit NAF1,8443258,8445204,8444231
3656at155619,Scaffold11,395949,398975,BUSCO,gene,1151.7,Glycogen ,43809263,43812289,43810776
36575at155619,Scaffold02,165084,168555,BUSCO,gene,354.8,,4433666,4437137,4435401.5
36713at155619,Scaffold01,2908235,2909512,BUSCO,gene,226.5,,2908235,2909512,2908873.5
36724at155619,Scaffold08,819235,820146,BUSCO,gene,129.4,Ankyrin repeat-containing domain,33384306,33385217,33384761.5
36817at155619,Scaffold06,1363997,1365206,BUSCO,gene,266,,27068901,27070110,27069505.5
3682at155619,Scaffold08,1542299,1545091,BUSCO,gene,1362.9,Ras GTPase-activating protein,34107370,34110162,34108766
36857at155619,Scaffold03,2333433,2335291,BUSCO,gene,191.8,,11883851,11885709,11884780
36883at155619,Scaffold03,3817419,3821840,BUSCO,gene,335.5,,13367837,13372258,13370047.5
36937at155619,Scaffold04,1451541,1453455,BUSCO,gene,242.7,,15943855,15945769,15944812
3697at155619,Scaffold08,3093859,3097966,BUSCO,gene,1354.3,Peroxisomal hydratase-dehydrogenase-epimerase,35658930,35663037,35660983.5
3716at155619,Scaffold12,1288760,1294108,BUSCO,gene,860.4,,48350659,48356007,48353333
37173at155619,Scaffold03,3562207,3563903,BUSCO,gene,168.6,,13112625,13114321,13113473
37233at155619,Scaffold01,3901436,3903360,BUSCO,gene,357.4,,3901436,3903360,3902398
37275at155619,Scaffold03,2905092,2906127,BUSCO,gene,292,ribosomal protein L6,12455510,12456545,12456027.5
37309at155619,Scaffold02,1328866,1329910,BUSCO,gene,293.5,FMN-linked oxidoreductase,5597448,5598492,5597970
37328at155619,Scaffold02,4420739,4421706,BUSCO,gene,199,,8689321,8690288,8689804.5
37361at155619,Scaffold02,2673457,2674502,BUSCO,gene,403.4,,6942039,6943084,6942561.5
37394at155619,Scaffold05,2224991,2226747,BUSCO,gene,271.7,,21503640,21505396,21504518
37409at155619,Scaffold03,3220739,3222921,BUSCO,gene,234.9,predicted protein,12771157,12773339,12772248
37438at155619,Scaffold02,2335793,2338048,BUSCO,gene,286.7,lish motif-containing protein,6604375,6606630,6605502.5
37514at155619,Scaffold11,937638,938734,BUSCO,gene,286.8,ras-domain-containing protein,44350952,44352048,44351500
37559at155619,Scaffold01,2771697,2772628,BUSCO,gene,296.3,,2771697,2772628,2772162.5
37620at155619,Scaffold02,3365553,3367567,BUSCO,gene,364.6,Ima1  N-termil domain,NA,7634135,7636149
37638at155619,Scaffold12,1019445,1020486,BUSCO,gene,286.9,,48081344,48082385,48081864.5
37651at155619,Scaffold09,1968382,1969513,BUSCO,gene,355.6,Transcription initiation factor IIE subunit beta,38214286,38215417,38214851.5
37696at155619,Scaffold02,1487647,1488546,BUSCO,gene,211,,5756229,5757128,5756678.5
37707at155619,Scaffold01,1721964,1725415,BUSCO,gene,241.7,,1721964,1725415,1723689.5
37794at155619,Scaffold02,3974203,3975372,BUSCO,gene,275,acyl- dehydrogenase,8242785,8243954,8243369.5
37857at155619,Scaffold02,2532308,2533279,BUSCO,gene,288.3,UreD-domain-containing protein,6800890,6801861,6801375.5
37865at155619,Scaffold04,2034486,2035660,BUSCO,gene,309.4,DUF1753-domain-containing protein,16526800,16527974,16527387
3790at155619,Scaffold03,1662722,1665973,BUSCO,gene,963.8,,11213140,11216391,11214765.5
37985at155619,Scaffold01,745726,746696,BUSCO,gene,217.8,,745726,746696,746211
3809at155619,Scaffold12,1676133,1679989,BUSCO,gene,908.6,,48738032,48741888,48739960
38159at155619,Scaffold02,4325740,4327988,BUSCO,gene,203.7,Pre-mRNA polyadenylation factor fip1,8594322,8596570,8595446
3821at155619,Scaffold01,2841800,2843996,BUSCO,gene,567.6,,2841800,2843996,2842898
38283at155619,Scaffold01,1330371,1331093,BUSCO,gene,268.1,Translation machinery-associated protein 20,1330371,1331093,1330732
38321at155619,Scaffold10,2028616,2029887,BUSCO,gene,254.9,,42628719,42629990,42629354.5
38343at155619,Scaffold05,5343386,5343953,BUSCO,gene,250.1,,24622035,24622602,24622318.5
3854at155619,Scaffold01,1696381,1700602,BUSCO,gene,1105.6,,1696381,1700602,1698491.5
38647at155619,Scaffold10,1672787,1673607,BUSCO,gene,227.2,,42272890,42273710,42273300
38660at155619,Scaffold03,3564578,3565491,BUSCO,gene,283.8,AMMECR1,13114996,13115909,13115452.5
38699at155619,Scaffold05,5337094,5337915,BUSCO,gene,276.6,,24615743,24616564,24616153.5
38709at155619,Scaffold03,2329544,2330531,BUSCO,gene,179.5,transcription initiation factor tfiid subunit 8,11879962,11880949,11880455.5
38718at155619,Scaffold08,2578910,2579819,BUSCO,gene,216.1,Protein-lysine N-methyltransferase EFM4,35143981,35144890,35144435.5
38733at155619,Scaffold03,3809968,3811194,BUSCO,gene,266.4,,13360386,13361612,13360999
38767at155619,Scaffold03,2809793,2811633,BUSCO,gene,426.6,NIF-domain-containing protein,12360211,12362051,12361131
38844at155619,Scaffold02,1509810,1510881,BUSCO,gene,199.7,,5778392,5779463,5778927.5
38893at155619,Scaffold11,2536432,2537512,BUSCO,gene,318.4,,45949746,45950826,45950286
38921at155619,Scaffold08,2168295,2169171,BUSCO,gene,262.3,Anaphase-promoting complex subunit 10,34733366,34734242,34733804
38991at155619,Scaffold09,2008387,2009423,BUSCO,gene,80,,38254291,38255327,38254809
39086at155619,Scaffold10,1687529,1688564,BUSCO,gene,229.3,oligosaccharyl transferase delta subunit,42287632,42288667,42288149.5
39123at155619,Scaffold08,1599048,1600025,BUSCO,gene,308.7,,34164119,34165096,34164607.5
39161at155619,Scaffold03,2872303,2873359,BUSCO,gene,175,,12422721,12423777,12423249
3936at155619,Scaffold11,2799407,2802594,BUSCO,gene,539.2,Abc domain-containing protein,46212721,46215908,46214314.5
39435at155619,Scaffold09,2584054,2585213,BUSCO,gene,163.1,,38829958,38831117,38830537.5
39589at155619,Scaffold09,1890760,1891619,BUSCO,gene,247.7,Eukaryotic translation initiation factor 5A,38136664,38137523,38137093.5
39592at155619,Scaffold01,2645242,2646174,BUSCO,gene,263.4,Ubiquitin-conjugating enzyme E2,2645242,2646174,2645708
39595at155619,Scaffold02,2124504,2125312,BUSCO,gene,132.8,,6393086,6393894,6393490
39624at155619,Scaffold01,2313842,2314878,BUSCO,gene,382.2,,2313842,2314878,2314360
39637at155619,Scaffold03,3734467,3735682,BUSCO,gene,281.6,,13284885,13286100,13285492.5
39764at155619,Scaffold02,2545771,2550345,BUSCO,gene,153.1,,6814353,6818927,6816640
39832at155619,Scaffold05,895459,896381,BUSCO,gene,253.2,,20174108,20175030,20174569
39929at155619,Scaffold03,2282264,2283100,BUSCO,gene,315.8,Small GTPase superfamily  ARF/SAR type,NA,11832682,11833518
39935at155619,Scaffold11,2480474,2481328,BUSCO,gene,261.3,Protein RER1,45893788,45894642,45894215
39943at155619,Scaffold01,3909117,3910410,BUSCO,gene,307.6,GYF domain,3909117,3910410,3909763.5
40001at155619,Scaffold03,2513053,2513921,BUSCO,gene,273.1,,12063471,12064339,12063905
40011at155619,Scaffold01,2735223,2735970,BUSCO,gene,143.4,,2735223,2735970,2735596.5
40043at155619,Scaffold02,4096468,4097812,BUSCO,gene,360.7,,8365050,8366394,8365722
40061at155619,Scaffold03,3377877,3378592,BUSCO,gene,270.7,Actin-related protein 2/3 complex subunit 3,12928295,12929010,12928652.5
40077at155619,Scaffold02,1607583,1608343,BUSCO,gene,239.2,breast carcinoma amplified sequence 2,5876165,5876925,5876545
40123at155619,Scaffold04,3915760,3918680,BUSCO,gene,571.6,,18408074,18410994,18409534
40141at155619,Scaffold03,3645720,3646546,BUSCO,gene,315.3,,13196138,13196964,13196551
40143at155619,Scaffold03,3281555,3282273,BUSCO,gene,227.2,,12831973,12832691,12832332
40146at155619,Scaffold02,3812360,3813137,BUSCO,gene,353.3,RNA-binding S4 domain,8080942,8081719,8081330.5
40173at155619,Scaffold05,1205272,1206356,BUSCO,gene,108.6,Ornithine decarboxylase antizyme,20483921,20485005,20484463
40178at155619,Scaffold05,1856288,1857601,BUSCO,gene,223.8,predicted protein,21134937,21136250,21135593.5
40197at155619,Scaffold02,2440070,2441785,BUSCO,gene,296.1,Zinc finger C2H2 superfamily,6708652,6710367,6709509.5
40340at155619,Scaffold02,1121439,1123670,BUSCO,gene,350.2,,5390021,5392252,5391136.5
40347at155619,Scaffold02,3980538,3981136,BUSCO,gene,235.1,,8249120,8249718,8249419
40423at155619,Scaffold08,2175696,2178024,BUSCO,gene,222.9,,34740767,34743095,34741931
40443at155619,Scaffold07,852339,853499,BUSCO,gene,265.7,adhesion regulating molecule,29177236,29178396,29177816
40469at155619,Scaffold03,2779418,2781290,BUSCO,gene,283.9,,12329836,12331708,12330772
40485at155619,Scaffold02,2696118,2697107,BUSCO,gene,224.1,,6964700,6965689,6965194.5
40493at155619,Scaffold09,1223771,1224766,BUSCO,gene,256.2,B-cell receptor-associated 31-like protein,37469675,37470670,37470172.5
40671at155619,Scaffold05,854726,856596,BUSCO,gene,244.1,LETM1-like,20133375,20135245,20134310
40710at155619,Scaffold08,2112306,2113484,BUSCO,gene,148.3,,34677377,34678555,34677966
40713at155619,Scaffold09,2328652,2329543,BUSCO,gene,215.2,,38574556,38575447,38575001.5
40806at155619,Scaffold02,1515429,1516543,BUSCO,gene,269.8,Chalcone isomerase,5784011,5785125,5784568
40807at155619,Scaffold02,3179509,3180538,BUSCO,gene,189.1,,7448091,7449120,7448605.5
40839at155619,Scaffold04,3186859,3187653,BUSCO,gene,159.1,,17679173,17679967,17679570
40887at155619,Scaffold08,2714019,2715098,BUSCO,gene,145.7,Tetratricopeptide repeat,35279090,35280169,35279629.5
40957at155619,Scaffold02,3506911,3510395,BUSCO,gene,391.8,vhs domain protein,7775493,7778977,7777235
40974at155619,Scaffold02,2325754,2326510,BUSCO,gene,182.4,,6594336,6595092,6594714
40985at155619,Scaffold05,5191007,5191607,BUSCO,gene,95.8,Thioredoxin-like superfamily,24469656,24470256,24469956
41032at155619,Scaffold01,1632531,1633207,BUSCO,gene,261.1,Nucleoside diphosphate kinase,1632531,1633207,1632869
41039at155619,Scaffold05,915941,916662,BUSCO,gene,200.8,NADH dehydrogenase 21 kDa subunit,20194590,20195311,20194950.5
41120at155619,Scaffold02,1618409,1619381,BUSCO,gene,180.1,DinB-like domain,5886991,5887963,5887477
41154at155619,Scaffold07,2060917,2062303,BUSCO,gene,391.1,,30385814,30387200,30386507
41218at155619,Scaffold03,2832687,2833542,BUSCO,gene,181.8,,12383105,12383960,12383532.5
41249at155619,Scaffold02,1142304,1144252,BUSCO,gene,240.2,,5410886,5412834,5411860
41288at155619,Scaffold11,1360891,1361619,BUSCO,gene,259.3,,44774205,44774933,44774569
41366at155619,Scaffold01,3452542,3453963,BUSCO,gene,223.8,,3452542,3453963,3453252.5
41389at155619,Scaffold06,1805998,1806896,BUSCO,gene,292.7,,27510902,27511800,27511351
41417at155619,Scaffold02,2351923,2353224,BUSCO,gene,230.4,,6620505,6621806,6621155.5
41439at155619,Scaffold02,2876423,2877102,BUSCO,gene,288.6,,7145005,7145684,7145344.5
41475at155619,Scaffold05,1871552,1872155,BUSCO,gene,239.9,Ribosomal protein L11  C-termil,NA,21150201,21150804
41487at155619,Scaffold04,3604508,3605785,BUSCO,gene,304.6,,18096822,18098099,18097460.5
41500at155619,Scaffold05,3787715,3788520,BUSCO,gene,266,,23066364,23067169,23066766.5
41501at155619,Scaffold05,1983914,1985006,BUSCO,gene,275.2,,21262563,21263655,21263109
41570at155619,Scaffold01,1599187,1600428,BUSCO,gene,245.3,ubiquitin-conjugating enzyme 9,1599187,1600428,1599807.5
41711at155619,Scaffold02,2940726,2941900,BUSCO,gene,178.3,,7209308,7210482,7209895
41737at155619,Scaffold01,2823827,2824572,BUSCO,gene,284.9,,2823827,2824572,2824199.5
41740at155619,Scaffold02,3813357,3814015,BUSCO,gene,248.4,,8081939,8082597,8082268
41755at155619,Scaffold02,2596445,2597192,BUSCO,gene,308.1,ribosomal protein L13e,6865027,6865774,6865400.5
41817at155619,Scaffold07,2252253,2255810,BUSCO,gene,177,Signaling mucin MSB2,30577150,30580707,30578928.5
41864at155619,Scaffold11,2196561,2197725,BUSCO,gene,131.8,NF-kappa-B inhibitor-like protein 1,45609875,45611039,45610457
41899at155619,Scaffold01,1572631,1573815,BUSCO,gene,277.6,,1572631,1573815,1573223
41900at155619,Scaffold10,1469744,1473154,BUSCO,gene,224.1,,42069847,42073257,42071552
41943at155619,Scaffold01,1145491,1146159,BUSCO,gene,188.5,putative mitotic spindle-associated MMXD complex subunit MIP18,1145491,1146159,1145825
41951at155619,Scaffold04,2503207,2504034,BUSCO,gene,307,,16995521,16996348,16995934.5
41997at155619,Scaffold02,2456455,2456927,BUSCO,gene,143.4,Frataxin,6725037,6725509,6725273
42074at155619,Scaffold10,668026,668579,BUSCO,gene,242.1,,41268129,41268682,41268405.5
42135at155619,Scaffold11,2956382,2957117,BUSCO,gene,253.1,,46369696,46370431,46370063.5
42173at155619,Scaffold07,1826269,1826902,BUSCO,gene,251.4,ribosomal protein S19e,30151166,30151799,30151482.5
42186at155619,Scaffold10,1037908,1039161,BUSCO,gene,213.9,,41638011,41639264,41638637.5
42195at155619,Scaffold02,1837964,1838661,BUSCO,gene,357.3,,6106546,6107243,6106894.5
42216at155619,Scaffold08,1685138,1686524,BUSCO,gene,303,,34250209,34251595,34250902
42319at155619,Scaffold05,5034908,5036399,BUSCO,gene,187.7,,24313557,24315048,24314302.5
42341at155619,Scaffold02,4506707,4507364,BUSCO,gene,212.5,,8775289,8775946,8775617.5
42342at155619,Scaffold01,1774986,1775760,BUSCO,gene,143.7,EF-hand domain pair,1774986,1775760,1775373
42394at155619,Scaffold10,673810,674638,BUSCO,gene,300.8,Signal peptidase complex component,41273913,41274741,41274327
42420at155619,Scaffold03,3331308,3332654,BUSCO,gene,296.3,,12881726,12883072,12882399
42531at155619,Scaffold03,3485698,3486559,BUSCO,gene,265.6,ATP synthase subunit d  mitochondrial,NA,13036116,13036977
42560at155619,Scaffold06,871400,872028,BUSCO,gene,180.4,,26576304,26576932,26576618
42619at155619,Scaffold02,3252704,3254741,BUSCO,gene,345.9,Ribosomal protein,7521286,7523323,7522304.5
42667at155619,Scaffold05,1623969,1624640,BUSCO,gene,208.4,acyl-CoA N-acyltransferase,20902618,20903289,20902953.5
42766at155619,Scaffold03,4435970,4436618,BUSCO,gene,199.7,Ribosomal protein L13,13986388,13987036,13986712
42942at155619,Scaffold03,3118663,3120112,BUSCO,gene,203.4,,12669081,12670530,12669805.5
42947at155619,Scaffold10,1188133,1189179,BUSCO,gene,198.7,RNA-binding domain superfamily,41788236,41789282,41788759
4299at155619,Scaffold08,862501,865672,BUSCO,gene,152.1,,33427572,33430743,33429157.5
43064at155619,Scaffold04,2227655,2228373,BUSCO,gene,214.3,,16719969,16720687,16720328
4314at155619,Scaffold01,3263240,3267777,BUSCO,gene,722.6,,3263240,3267777,3265508.5
43259at155619,Scaffold01,3170461,3171440,BUSCO,gene,237.7,Translocation protein sec66,3170461,3171440,3170950.5
43300at155619,Scaffold02,3473233,3475563,BUSCO,gene,337.8,,7741815,7744145,7742980
43307at155619,Scaffold06,841091,843370,BUSCO,gene,200.3,,26545995,26548274,26547134.5
43311at155619,Scaffold10,1888982,1889697,BUSCO,gene,166.2,actin depolymerizing protein,42489085,42489800,42489442.5
43315at155619,Scaffold01,2677505,2678179,BUSCO,gene,172.2,Probable MBF1-multiprotein bridging factor mediates GCN4-dependent transcriptional activation,2677505,2678179,2677842
43343at155619,Scaffold10,844360,845808,BUSCO,gene,143.9,PWI domain-containing protein,41444463,41445911,41445187
43357at155619,Scaffold03,1563790,1564554,BUSCO,gene,220,,11114208,11114972,11114590
43378at155619,Scaffold11,3192572,3193503,BUSCO,gene,214.5,rRNA-processing protein EFG1,46605886,46606817,46606351.5
43464at155619,Scaffold01,1675287,1676355,BUSCO,gene,204.9,RWD-domain-containing protein,1675287,1676355,1675821
43522at155619,Scaffold09,1799022,1799562,BUSCO,gene,175.2,,38044926,38045466,38045196
43534at155619,Scaffold04,2285094,2285857,BUSCO,gene,180.2,Alpha--glucan,16777408,16778171,16777789.5
43575at155619,Scaffold11,2413660,2414375,BUSCO,gene,233.1,,45826974,45827689,45827331.5
43612at155619,Scaffold08,2159977,2161142,BUSCO,gene,274.8,,34725048,34726213,34725630.5
43669at155619,Scaffold10,1669790,1670347,BUSCO,gene,232.1,,42269893,42270450,42270171.5
43671at155619,Scaffold02,2310965,2311633,BUSCO,gene,196.5,,6579547,6580215,6579881
436at155619,Scaffold04,3212609,3218185,BUSCO,gene,2138,glycoside hydrolase family 13 protein,17704923,17710499,17707711
43703at155619,Scaffold03,2529881,2531853,BUSCO,gene,279,,12080299,12082271,12081285
43731at155619,Scaffold08,1196946,1197886,BUSCO,gene,219,,33762017,33762957,33762487
43801at155619,Scaffold02,1216577,1217358,BUSCO,gene,181.3,,5485159,5485940,5485549.5
43847at155619,Scaffold08,724484,725502,BUSCO,gene,197,Winged helix-like DNA-binding domain superfamily,33289555,33290573,33290064
43862at155619,Scaffold01,1947208,1948014,BUSCO,gene,249.6,Ribosomal protein L24e  conserved site,NA,1947208,1948014
43963at155619,Scaffold01,3237266,3238982,BUSCO,gene,181.5,,3237266,3238982,3238124
43977at155619,Scaffold09,1380672,1381267,BUSCO,gene,223.3,,37626576,37627171,37626873.5
44029at155619,Scaffold10,2322908,2324240,BUSCO,gene,261,,42923011,42924343,42923677
44067at155619,Scaffold02,505861,506592,BUSCO,gene,117.3,Bladder cancer-related BC10,4774443,4775174,4774808.5
44137at155619,Scaffold05,2787028,2788160,BUSCO,gene,287.6,transcription factor IIA  alpha/beta subunit,NA,22065677,22066809
44240at155619,Scaffold12,1255699,1256726,BUSCO,gene,138.2,,48317598,48318625,48318111.5
44244at155619,Scaffold02,596547,597555,BUSCO,gene,142.2,acyl-CoA N-acyltransferase,4865129,4866137,4865633
44246at155619,Scaffold04,3605976,3606859,BUSCO,gene,315,,18098290,18099173,18098731.5
44285at155619,Scaffold02,4213026,4213743,BUSCO,gene,103.7,Peptidase S26A  sigl peptidase I,NA,8481608,8482325
44398at155619,Scaffold03,3063890,3064981,BUSCO,gene,220.8,,12614308,12615399,12614853.5
44438at155619,Scaffold01,1838863,1839871,BUSCO,gene,164.3,,1838863,1839871,1839367
44458at155619,Scaffold05,5196019,5196604,BUSCO,gene,210,,24474668,24475253,24474960.5
44520at155619,Scaffold11,2814192,2815416,BUSCO,gene,237.6,,46227506,46228730,46228118
44682at155619,Scaffold07,2873912,2874670,BUSCO,gene,242.4,,31198809,31199567,31199188
4470at155619,Scaffold03,3798009,3800825,BUSCO,gene,1011.1,,13348427,13351243,13349835
44981at155619,Scaffold05,1328795,1330242,BUSCO,gene,288.6,,20607444,20608891,20608167.5
45018at155619,Scaffold01,1753992,1754616,BUSCO,gene,181.3,ribosomal protein L27,1753992,1754616,1754304
45046at155619,Scaffold03,4058976,4059523,BUSCO,gene,169.8,Prefoldin beta-like protein,13609394,13609941,13609667.5
45151at155619,Scaffold03,2213206,2213825,BUSCO,gene,149,,11763624,11764243,11763933.5
45206at155619,Scaffold02,1635299,1635880,BUSCO,gene,179.7,Protein yippee-like,5903881,5904462,5904171.5
45224at155619,Scaffold04,3195781,3196531,BUSCO,gene,230.9,,17688095,17688845,17688470
45378at155619,Scaffold04,3141037,3141632,BUSCO,gene,215.6,,17633351,17633946,17633648.5
45420at155619,Scaffold08,3084641,3085312,BUSCO,gene,188,,35649712,35650383,35650047.5
45422at155619,Scaffold11,3524736,3525381,BUSCO,gene,158.3,,46938050,46938695,46938372.5
45434at155619,Scaffold08,2020320,2020986,BUSCO,gene,105.2,,34585391,34586057,34585724
45463at155619,Scaffold08,2048424,2048962,BUSCO,gene,221.7,,34613495,34614033,34613764
45484at155619,Scaffold01,3662727,3663502,BUSCO,gene,213.6,,3662727,3663502,3663114.5
