Gene,Species,value
39086at155619,T. fuscoviolaceum,0.005910394
39123at155619,T. fuscoviolaceum,0.012558072
39123at155619,T. abietinum,0.024696116
39161at155619,T. fuscoviolaceum,0.006385281
39161at155619,T. abietinum,0.012757122
3936at155619,T. fuscoviolaceum,0.010951698
3936at155619,T. abietinum,0.019245329
39435at155619,T. fuscoviolaceum,0.00738676
39435at155619,T. abietinum,0.012089133
39589at155619,T. fuscoviolaceum,0.00109248
39589at155619,T. abietinum,0.011114417
39592at155619,T. fuscoviolaceum,0.013409616
39592at155619,T. abietinum,0.011272795
39595at155619,T. fuscoviolaceum,0.014846697
39595at155619,T. abietinum,0.016414888
39624at155619,T. fuscoviolaceum,0.008685913
39624at155619,T. abietinum,0.01317366
39637at155619,T. abietinum,0.018283035
39637at155619,T. fuscoviolaceum,0.004446386
39764at155619,T. fuscoviolaceum,0.006007227
39764at155619,T. abietinum,0.015622952
39832at155619,T. fuscoviolaceum,0.017921527
39832at155619,T. abietinum,0.022018289
39929at155619,T. fuscoviolaceum,0.000880759
39929at155619,T. abietinum,0.013182764
39935at155619,T. abietinum,0.020508481
39935at155619,T. fuscoviolaceum,0.021105691
39943at155619,T. fuscoviolaceum,0.030711382
39943at155619,T. abietinum,0.02411525
40001at155619,T. fuscoviolaceum,0.011560797
40001at155619,T. abietinum,0.016443798
40011at155619,T. fuscoviolaceum,0.001542393
40011at155619,T. abietinum,0.015588098
40043at155619,T. fuscoviolaceum,0.001686992
40043at155619,T. abietinum,0.018208757
40061at155619,T. fuscoviolaceum,0.004814462
40061at155619,T. abietinum,0.014694674
40077at155619,T. fuscoviolaceum,0.008237883
40077at155619,T. abietinum,0.018322888
40123at155619,T. fuscoviolaceum,0.013764592
40123at155619,T. abietinum,0.015684691
40141at155619,T. fuscoviolaceum,0.010126378
40141at155619,T. abietinum,0.009803059
40143at155619,T. abietinum,0.012793776
40143at155619,T. fuscoviolaceum,0.002729384
40146at155619,T. fuscoviolaceum,0.002116989
40146at155619,T. abietinum,0.011778711
40173at155619,T. fuscoviolaceum,0.003094676
40173at155619,T. abietinum,0.016162967
40178at155619,T. fuscoviolaceum,0.01736881
40178at155619,T. abietinum,0.027980642
40197at155619,T. abietinum,0.01930481
40197at155619,T. fuscoviolaceum,0.022715069
40340at155619,T. fuscoviolaceum,0.006646144
40340at155619,T. abietinum,0.021182753
40347at155619,T. fuscoviolaceum,0.003231319
40347at155619,T. abietinum,0.021584718
40423at155619,T. fuscoviolaceum,0.004854483
40423at155619,T. abietinum,0.014864284
40443at155619,T. abietinum,0.020526137
40443at155619,T. fuscoviolaceum,0.006814061
40469at155619,T. fuscoviolaceum,0.002697045
40469at155619,T. abietinum,0.017739619
40485at155619,T. fuscoviolaceum,0.01444116
40485at155619,T. abietinum,0.016285247
40493at155619,T. fuscoviolaceum,0.017652779
40493at155619,T. abietinum,0.025426558
40671at155619,T. abietinum,0.020503795
40671at155619,T. fuscoviolaceum,0.01691282
40710at155619,T. fuscoviolaceum,0.015593573
40710at155619,T. abietinum,0.019831046
40713at155619,T. fuscoviolaceum,0.017468277
40713at155619,T. abietinum,0.021623293
40806at155619,T. fuscoviolaceum,0.011200436
40806at155619,T. abietinum,0.022450382
40807at155619,T. abietinum,0.020265586
40807at155619,T. fuscoviolaceum,0.009674797
40839at155619,T. abietinum,0.044329591
40839at155619,T. fuscoviolaceum,0.008989547
40887at155619,T. abietinum,0.03062275
40887at155619,T. fuscoviolaceum,0.012759711
40957at155619,T. fuscoviolaceum,0.016737998
40957at155619,T. abietinum,0.016814913
40974at155619,T. fuscoviolaceum,0.008069858
40974at155619,T. abietinum,0.014606159
40985at155619,T. abietinum,0.016712625
40985at155619,T. fuscoviolaceum,0.013897019
41032at155619,T. abietinum,0.013411769
41032at155619,T. fuscoviolaceum,0.007026329
41039at155619,T. fuscoviolaceum,0.024752881
41039at155619,T. abietinum,0.01476242
41120at155619,T. fuscoviolaceum,0.013363821
41120at155619,T. abietinum,0.015761683
41154at155619,T. abietinum,0.014745172
41154at155619,T. fuscoviolaceum,0.002219964
41218at155619,T. abietinum,0.027377423
41218at155619,T. fuscoviolaceum,0.007743407
41249at155619,T. fuscoviolaceum,0.012774988
41249at155619,T. abietinum,0.016074366
41288at155619,T. fuscoviolaceum,0.000292976
41288at155619,T. abietinum,0.016586247
41366at155619,T. abietinum,0.021772664
41366at155619,T. fuscoviolaceum,0.014307349
41389at155619,T. abietinum,0.031149062
41389at155619,T. fuscoviolaceum,0.012200203
41417at155619,T. abietinum,0.014033826
41417at155619,T. fuscoviolaceum,0.005798925
41439at155619,T. fuscoviolaceum,0.009241481
41439at155619,T. abietinum,0.011740991
41475at155619,T. fuscoviolaceum,0.009130328
41475at155619,T. abietinum,0.01307265
41487at155619,T. abietinum,0.010749202
41487at155619,T. fuscoviolaceum,0.007039362
41500at155619,T. abietinum,0.010316736
41500at155619,T. fuscoviolaceum,0.044940431
41501at155619,T. fuscoviolaceum,0.010955683
41501at155619,T. abietinum,0.012492317
41570at155619,T. fuscoviolaceum,0.012472985
41570at155619,T. abietinum,0.011010279
41711at155619,T. abietinum,0.017847719
41711at155619,T. fuscoviolaceum,0.002370416
41737at155619,T. abietinum,0.01513573
41737at155619,T. fuscoviolaceum,0.007353093
41740at155619,T. fuscoviolaceum,0.00315595
41740at155619,T. abietinum,0.017301546
41755at155619,T. fuscoviolaceum,0.008480438
41755at155619,T. abietinum,0.016050718
41817at155619,T. abietinum,0.013873729
41817at155619,T. fuscoviolaceum,0.010724188
41864at155619,T. abietinum,0.052719387
41864at155619,T. fuscoviolaceum,0.011089431
41899at155619,T. abietinum,0.011789446
41899at155619,T. fuscoviolaceum,0.004095474
41900at155619,T. fuscoviolaceum,0.016731945
41900at155619,T. abietinum,0.012870951
41943at155619,T. fuscoviolaceum,0.006999205
41943at155619,T. abietinum,0.013559764
41951at155619,T. fuscoviolaceum,0.021343516
41951at155619,T. abietinum,0.011278375
41997at155619,T. abietinum,0.02814346
41997at155619,T. fuscoviolaceum,0.00420807
42074at155619,T. fuscoviolaceum,0.00898645
42074at155619,T. abietinum,0.023160666
42135at155619,T. fuscoviolaceum,0.005288924
42135at155619,T. abietinum,0.020275371
42173at155619,T. fuscoviolaceum,0.010768424
42173at155619,T. abietinum,0.007820468
42186at155619,T. abietinum,0.011324382
42186at155619,T. fuscoviolaceum,0.009399779
42195at155619,T. fuscoviolaceum,0.005477107
42195at155619,T. abietinum,0.009324618
42216at155619,T. fuscoviolaceum,0.013801369
42216at155619,T. abietinum,0.01910556
42319at155619,T. fuscoviolaceum,0.020586377
42319at155619,T. abietinum,0.014918275
42341at155619,T. abietinum,0.016892596
42341at155619,T. fuscoviolaceum,0.007636469
42342at155619,T. fuscoviolaceum,0.020157956
42342at155619,T. abietinum,0.010654819
42394at155619,T. fuscoviolaceum,0.015405168
42394at155619,T. abietinum,0.021065424
42420at155619,T. fuscoviolaceum,0.003834944
42420at155619,T. abietinum,0.010245325
42531at155619,T. abietinum,0.011198696
42531at155619,T. fuscoviolaceum,0.006010621
42560at155619,T. fuscoviolaceum,0.013310261
42560at155619,T. abietinum,0.029102968
42619at155619,T. fuscoviolaceum,0.004640921
42619at155619,T. abietinum,0.016568226
42667at155619,T. fuscoviolaceum,0.004033424
42667at155619,T. abietinum,0.008946405
42766at155619,T. fuscoviolaceum,0.015043273
42766at155619,T. abietinum,0.014583298
42942at155619,T. fuscoviolaceum,0.011564282
42942at155619,T. abietinum,0.023134913
42947at155619,T. fuscoviolaceum,0.01900271
42947at155619,T. abietinum,0.016017803
4299at155619,T. fuscoviolaceum,0.022455651
4299at155619,T. abietinum,0.015096611
43064at155619,T. fuscoviolaceum,0.008973426
43064at155619,T. abietinum,0.005877994
4314at155619,T. abietinum,0.020617074
4314at155619,T. fuscoviolaceum,0.005981711
43259at155619,T. fuscoviolaceum,0.005458769
43259at155619,T. abietinum,0.018567781
43300at155619,T. fuscoviolaceum,0.00760969
43300at155619,T. abietinum,0.014160323
43307at155619,T. fuscoviolaceum,0.007754847
43307at155619,T. abietinum,0.009353156
43311at155619,T. abietinum,0.016183636
43311at155619,T. fuscoviolaceum,0.018149706
43315at155619,T. fuscoviolaceum,0.007769381
43315at155619,T. abietinum,0.013484802
43343at155619,T. fuscoviolaceum,0.012432497
43343at155619,T. abietinum,0.008736268
43357at155619,T. fuscoviolaceum,0.014885017
43357at155619,T. abietinum,0.01413187
43378at155619,T. fuscoviolaceum,0.020909763
43378at155619,T. abietinum,0.019253584
43464at155619,T. fuscoviolaceum,0.009648146
43464at155619,T. abietinum,0.014963891
43522at155619,T. fuscoviolaceum,0.005031224
43522at155619,T. abietinum,0.025176681
43534at155619,T. fuscoviolaceum,0.011501795
43534at155619,T. abietinum,0.008909516
43575at155619,T. fuscoviolaceum,0.00542894
43575at155619,T. abietinum,0.011659255
43612at155619,T. abietinum,0.012381338
43612at155619,T. fuscoviolaceum,0.011807485
43669at155619,T. fuscoviolaceum,0.008301532
43669at155619,T. abietinum,0.018309224
43671at155619,T. fuscoviolaceum,0.007464893
43671at155619,T. abietinum,0.016783192
436at155619,T. fuscoviolaceum,0.012124136
436at155619,T. abietinum,0.015768855
43703at155619,T. abietinum,0.020967921
43703at155619,T. fuscoviolaceum,0.022613524
43731at155619,T. fuscoviolaceum,0.004860751
43731at155619,T. abietinum,0.017431143
43801at155619,T. abietinum,0.012039065
43801at155619,T. fuscoviolaceum,0.001287934
43847at155619,T. abietinum,0.011944411
43847at155619,T. fuscoviolaceum,0.009161347
43862at155619,T. abietinum,0.01593153
43862at155619,T. fuscoviolaceum,0.012241055
43963at155619,T. fuscoviolaceum,0.008994437
43963at155619,T. abietinum,0.016798281
43977at155619,T. abietinum,0.018221182
43977at155619,T. fuscoviolaceum,0.012885819
44029at155619,T. abietinum,0.028775819
44029at155619,T. fuscoviolaceum,0.02119957
44067at155619,T. abietinum,0.029224405
44067at155619,T. fuscoviolaceum,0.010678211
44137at155619,T. fuscoviolaceum,0.008765135
44137at155619,T. abietinum,0.015862833
44240at155619,T. abietinum,0.017642296
44240at155619,T. fuscoviolaceum,0.012281269
44244at155619,T. fuscoviolaceum,0.006250709
44244at155619,T. abietinum,0.02384215
44246at155619,T. fuscoviolaceum,0.013111187
44246at155619,T. abietinum,0.012640413
44285at155619,T. fuscoviolaceum,0.014682285
44285at155619,T. abietinum,0.029262269
44398at155619,T. abietinum,0.021735062
44398at155619,T. fuscoviolaceum,0.028267667
44438at155619,T. fuscoviolaceum,0.012545831
44438at155619,T. abietinum,0.018293693
44458at155619,T. fuscoviolaceum,0.008689385
44458at155619,T. abietinum,0.012167701
44520at155619,T. fuscoviolaceum,0.00699187
44520at155619,T. abietinum,0.018560311
44682at155619,T. fuscoviolaceum,0.014109175
44682at155619,T. abietinum,0.018314972
4470at155619,T. fuscoviolaceum,0.016207511
4470at155619,T. abietinum,0.011785828
44981at155619,T. fuscoviolaceum,0.00671985
44981at155619,T. abietinum,0.010389957
45018at155619,T. fuscoviolaceum,0.012894423
45018at155619,T. abietinum,0.012742468
45046at155619,T. fuscoviolaceum,0.001647411
45046at155619,T. abietinum,0.012190505
45151at155619,T. abietinum,0.015626546
45151at155619,T. fuscoviolaceum,0.012286913
45206at155619,T. fuscoviolaceum,0.006289727
45206at155619,T. abietinum,0.009353452
45224at155619,T. fuscoviolaceum,0.005337865
45224at155619,T. abietinum,0.021357027
45378at155619,T. fuscoviolaceum,0.004716738
45378at155619,T. abietinum,0.006635726
45420at155619,T. abietinum,0.020763968
45420at155619,T. fuscoviolaceum,0.025261923
45422at155619,T. fuscoviolaceum,0.037868709
45422at155619,T. abietinum,0.009520787
45434at155619,T. fuscoviolaceum,0.010902647
45434at155619,T. abietinum,0.015752924
45463at155619,T. fuscoviolaceum,0.009154604
45463at155619,T. abietinum,0.013557016
45484at155619,T. fuscoviolaceum,0.011181807
45484at155619,T. abietinum,0.014189192
45515at155619,T. fuscoviolaceum,0.014190687
45515at155619,T. abietinum,0.023304105
45561at155619,T. fuscoviolaceum,0.021125704
45561at155619,T. abietinum,0.02866652
45593at155619,T. fuscoviolaceum,0.006985493
45593at155619,T. abietinum,0.010398469
45663at155619,T. fuscoviolaceum,0.01018096
45663at155619,T. abietinum,0.008668807
45755at155619,T. abietinum,0.02040406
45755at155619,T. fuscoviolaceum,0.00549951
4582at155619,T. fuscoviolaceum,0.007435715
4582at155619,T. abietinum,0.016799853
45835at155619,T. fuscoviolaceum,0.011326932
45835at155619,T. abietinum,0.026408018
45861at155619,T. fuscoviolaceum,0.005408856
45861at155619,T. abietinum,0.011632729
45888at155619,T. abietinum,0.02174471
45888at155619,T. fuscoviolaceum,0.002675723
45935at155619,T. fuscoviolaceum,0.005446543
45935at155619,T. abietinum,0.018662705
46026at155619,T. fuscoviolaceum,0.001294251
46026at155619,T. abietinum,0.019389768
46048at155619,T. abietinum,0.007294547
46048at155619,T. fuscoviolaceum,0.01337108
46097at155619,T. abietinum,0.012476671
46097at155619,T. fuscoviolaceum,0.02386689
46140at155619,T. fuscoviolaceum,0.022857587
46140at155619,T. abietinum,0.022875872
46149at155619,T. fuscoviolaceum,0.003395505
46149at155619,T. abietinum,0.014708734
46193at155619,T. abietinum,0.016779867
46193at155619,T. fuscoviolaceum,0.005421238
46237at155619,T. abietinum,0.023916228
46237at155619,T. fuscoviolaceum,0.005968362
46244at155619,T. fuscoviolaceum,0.00918183
46244at155619,T. abietinum,0.014039663
46293at155619,T. fuscoviolaceum,0.009085655
46293at155619,T. abietinum,0.018509466
46389at155619,T. abietinum,0.012773008
46389at155619,T. fuscoviolaceum,0.007542298
46395at155619,T. abietinum,0.017704534
46395at155619,T. fuscoviolaceum,0.004586085
46398at155619,T. abietinum,0.01627796
46398at155619,T. fuscoviolaceum,0.009712737
4643at155619,T. abietinum,0.017075246
4643at155619,T. fuscoviolaceum,0.012354485
46483at155619,T. fuscoviolaceum,0.003020346
46483at155619,T. abietinum,0.010499723
46561at155619,T. abietinum,0.006705323
46561at155619,T. fuscoviolaceum,0.014437246
46562at155619,T. abietinum,0.009612002
46562at155619,T. fuscoviolaceum,0.012309346
46567at155619,T. abietinum,0.008828342
46567at155619,T. fuscoviolaceum,0.007268895
46640at155619,T. fuscoviolaceum,0.003742905
46640at155619,T. abietinum,0.006965943
46647at155619,T. abietinum,0.013463694
46647at155619,T. fuscoviolaceum,0.011868774
46840at155619,T. abietinum,0.015965705
46840at155619,T. fuscoviolaceum,0.008530778
46917at155619,T. abietinum,0.021719726
46917at155619,T. fuscoviolaceum,0.005109688
46931at155619,T. fuscoviolaceum,0.009835415
46931at155619,T. abietinum,0.011926069
46956at155619,T. abietinum,0.020151798
46956at155619,T. fuscoviolaceum,0.003316088
46974at155619,T. abietinum,0.023179479
46974at155619,T. fuscoviolaceum,0.011166044
47025at155619,T. abietinum,0.011728332
47025at155619,T. fuscoviolaceum,0.006319988
47044at155619,T. abietinum,0.01416541
47044at155619,T. fuscoviolaceum,0.01282202
47051at155619,T. fuscoviolaceum,0.01405588
47051at155619,T. abietinum,0.011564255
47141at155619,T. abietinum,0.016963927
47141at155619,T. fuscoviolaceum,0.020481301
47176at155619,T. abietinum,0.018759152
47176at155619,T. fuscoviolaceum,0.005859653
47255at155619,T. abietinum,0.012637508
47255at155619,T. fuscoviolaceum,0.001291634
47311at155619,T. fuscoviolaceum,0.009309136
47311at155619,T. abietinum,0.016313017
47465at155619,T. abietinum,0.014151886
47465at155619,T. fuscoviolaceum,0.014178069
47517at155619,T. abietinum,0.022579266
47517at155619,T. fuscoviolaceum,0.012833914
47518at155619,T. abietinum,0.009802316
47518at155619,T. fuscoviolaceum,0.005369788
47541at155619,T. fuscoviolaceum,0.004735679
47541at155619,T. abietinum,0.012602084
47654at155619,T. abietinum,0.010738223
47654at155619,T. fuscoviolaceum,0.000813008
47678at155619,T. abietinum,0.012526056
47678at155619,T. fuscoviolaceum,0.024060439
47679at155619,T. abietinum,0.019508279
47679at155619,T. fuscoviolaceum,0.007287183
4768at155619,T. abietinum,0.025565165
4768at155619,T. fuscoviolaceum,0.008784778
47771at155619,T. fuscoviolaceum,0.006202091
47771at155619,T. abietinum,0.014633131
47852at155619,T. fuscoviolaceum,0.018631436
47852at155619,T. abietinum,0.016295532
47867at155619,T. abietinum,0.023413307
47867at155619,T. fuscoviolaceum,0.007567781
47898at155619,T. abietinum,0.026497668
47898at155619,T. fuscoviolaceum,0.007402653
47955at155619,T. fuscoviolaceum,0.01711081
47955at155619,T. abietinum,0.019976022
47959at155619,T. fuscoviolaceum,0.028106852
47959at155619,T. abietinum,0.0170663
47968at155619,T. abietinum,0.022275023
47968at155619,T. fuscoviolaceum,0.038960205
48037at155619,T. abietinum,0.020896103
48037at155619,T. fuscoviolaceum,0.02398374
48112at155619,T. fuscoviolaceum,0.006485795
48112at155619,T. abietinum,0.013703119
48145at155619,T. fuscoviolaceum,0.014742929
48145at155619,T. abietinum,0.016733392
4821at155619,T. abietinum,0.019564538
4821at155619,T. fuscoviolaceum,0.007777354
4828at155619,T. fuscoviolaceum,0.017506119
4828at155619,T. abietinum,0.018140762
48318at155619,T. fuscoviolaceum,0.01271777
48318at155619,T. abietinum,0.009246246
48322at155619,T. fuscoviolaceum,0.001852592
48322at155619,T. abietinum,0.016788263
48400at155619,T. abietinum,0.013657367
48400at155619,T. fuscoviolaceum,0.018774621
48592at155619,T. fuscoviolaceum,0.008819371
48592at155619,T. abietinum,0.014812413
48618at155619,T. fuscoviolaceum,0.007163801
48618at155619,T. abietinum,0.018035735
4873at155619,T. fuscoviolaceum,0.009906854
4873at155619,T. abietinum,0.016366378
4879at155619,T. fuscoviolaceum,0.013929766
4879at155619,T. abietinum,0.017814796
4888at155619,T. fuscoviolaceum,0.003014767
4888at155619,T. abietinum,0.019022792
48996at155619,T. fuscoviolaceum,0.009771534
48996at155619,T. abietinum,0.014291447
49069at155619,T. fuscoviolaceum,0.008758564
49069at155619,T. abietinum,0.015838897
4912at155619,T. fuscoviolaceum,0.00509893
4912at155619,T. abietinum,0.018887077
49188at155619,T. abietinum,0.020264214
49188at155619,T. fuscoviolaceum,0.002238282
49208at155619,T. fuscoviolaceum,0.008148988
49208at155619,T. abietinum,0.013044818
49374at155619,T. fuscoviolaceum,0.006957217
49374at155619,T. abietinum,0.01239899
4947at155619,T. fuscoviolaceum,0.011296879
4947at155619,T. abietinum,0.017446302
49491at155619,T. abietinum,0.023605869
49491at155619,T. fuscoviolaceum,0.016967889
49531at155619,T. fuscoviolaceum,0.018288404
49531at155619,T. abietinum,0.006880578
49532at155619,T. fuscoviolaceum,0.003948897
49532at155619,T. abietinum,0.016503537
49627at155619,T. fuscoviolaceum,0.013190712
49627at155619,T. abietinum,0.027832912
49657at155619,T. fuscoviolaceum,0.012780837
49657at155619,T. abietinum,0.023217298
4965at155619,T. fuscoviolaceum,0.007779181
4965at155619,T. abietinum,0.016710899
49778at155619,T. fuscoviolaceum,0.011157569
49778at155619,T. abietinum,0.010209911
4978at155619,T. fuscoviolaceum,0.008501184
4978at155619,T. abietinum,0.021552495
49835at155619,T. fuscoviolaceum,0.009993225
49835at155619,T. abietinum,0.014690663
49867at155619,T. abietinum,0.008833019
49867at155619,T. fuscoviolaceum,0.01285704
4987at155619,T. fuscoviolaceum,0.004345878
4987at155619,T. abietinum,0.018366711
49985at155619,T. fuscoviolaceum,0.005258743
49985at155619,T. abietinum,0.006712687
50042at155619,T. fuscoviolaceum,0.013318357
50042at155619,T. abietinum,0.005954668
50070at155619,T. abietinum,0.016355164
50070at155619,T. fuscoviolaceum,0.002270816
50101at155619,T. fuscoviolaceum,0.012764868
50101at155619,T. abietinum,0.016716214
50196at155619,T. abietinum,0.014154786
50196at155619,T. fuscoviolaceum,0.01635519
50261at155619,T. abietinum,0.015441894
50261at155619,T. fuscoviolaceum,0.000399729
5026at155619,T. abietinum,0.026820562
5026at155619,T. fuscoviolaceum,0.011987832
50755at155619,T. fuscoviolaceum,0.003586801
50755at155619,T. abietinum,0.017285725
50883at155619,T. abietinum,0.012428548
50883at155619,T. fuscoviolaceum,0.008579278
50916at155619,T. abietinum,0.01925813
50916at155619,T. fuscoviolaceum,0.005629198
50983at155619,T. abietinum,0.013514727
50983at155619,T. fuscoviolaceum,0.011911336
50984at155619,T. fuscoviolaceum,0.011953417
50984at155619,T. abietinum,0.032870065
51176at155619,T. abietinum,0.015188524
51176at155619,T. fuscoviolaceum,0.01488897
51205at155619,T. fuscoviolaceum,0.010540745
51205at155619,T. abietinum,0.010575372
51378at155619,T. fuscoviolaceum,0.007096061
51378at155619,T. abietinum,0.015008335
51422at155619,T. fuscoviolaceum,0.011590859
51422at155619,T. abietinum,0.018923636
51569at155619,T. abietinum,0.015673235
51569at155619,T. fuscoviolaceum,0.001709165
51693at155619,T. fuscoviolaceum,0.021609756
51693at155619,T. abietinum,0.015844235
52110at155619,T. fuscoviolaceum,0.024177753
52110at155619,T. abietinum,0.019839381
52145at155619,T. fuscoviolaceum,0.019720405
52145at155619,T. abietinum,0.009386189
52161at155619,T. fuscoviolaceum,0.012337547
52161at155619,T. abietinum,0.01942534
52270at155619,T. fuscoviolaceum,0.008783391
52270at155619,T. abietinum,0.033102996
52429at155619,T. fuscoviolaceum,0.007357388
52429at155619,T. abietinum,0.011973694
52517at155619,T. fuscoviolaceum,0.008456516
52517at155619,T. abietinum,0.025793479
52571at155619,T. fuscoviolaceum,0.008677453
52571at155619,T. abietinum,0.008470952
5314at155619,T. abietinum,0.014692772
5314at155619,T. fuscoviolaceum,0.0116798
53240at155619,T. fuscoviolaceum,0.01816565
53240at155619,T. abietinum,0.015530417
53766at155619,T. fuscoviolaceum,0.003458318
53766at155619,T. abietinum,0.020163648
53937at155619,T. fuscoviolaceum,0.026213039
53937at155619,T. abietinum,0.024890603
5450at155619,T. abietinum,0.020806218
5450at155619,T. fuscoviolaceum,0.015005751
54891at155619,T. fuscoviolaceum,0.01581417
54891at155619,T. abietinum,0.01260653
5504at155619,T. fuscoviolaceum,0.011119725
5504at155619,T. abietinum,0.011582719
55132at155619,T. fuscoviolaceum,0.01206578
55132at155619,T. abietinum,0.01599941
5536at155619,T. fuscoviolaceum,0.022268382
5536at155619,T. abietinum,0.01500877
5621at155619,T. fuscoviolaceum,0.010697965
5621at155619,T. abietinum,0.014477658
5643at155619,T. fuscoviolaceum,0.009899411
5643at155619,T. abietinum,0.016022983
5675at155619,T. fuscoviolaceum,0.005439595
5675at155619,T. abietinum,0.011395169
5752at155619,T. fuscoviolaceum,0.010806627
5752at155619,T. abietinum,0.016056898
5780at155619,T. abietinum,0.017718011
5780at155619,T. fuscoviolaceum,0.003690861
5783at155619,T. fuscoviolaceum,0.007559862
5783at155619,T. abietinum,0.03000357
5784at155619,T. fuscoviolaceum,0.015940566
5784at155619,T. abietinum,0.019365597
5794at155619,T. fuscoviolaceum,0.008713433
5794at155619,T. abietinum,0.018037987
5876at155619,T. abietinum,0.021830757
5876at155619,T. fuscoviolaceum,0.00632764
5879at155619,T. fuscoviolaceum,0.007600556
5879at155619,T. abietinum,0.020989655
592at155619,T. fuscoviolaceum,0.008398164
592at155619,T. abietinum,0.018524117
5938at155619,T. abietinum,0.017387794
5938at155619,T. fuscoviolaceum,0.012222346
5959at155619,T. abietinum,0.022144569
5959at155619,T. fuscoviolaceum,0.012625434
6016at155619,T. fuscoviolaceum,0.013153058
6016at155619,T. abietinum,0.010252605
601at155619,T. fuscoviolaceum,0.013432199
601at155619,T. abietinum,0.019807003
6024at155619,T. abietinum,0.013854471
6024at155619,T. fuscoviolaceum,0.008735986
6061at155619,T. abietinum,0.015265988
6061at155619,T. fuscoviolaceum,0.006041491
6077at155619,T. fuscoviolaceum,0.010145492
6077at155619,T. abietinum,0.019531713
6106at155619,T. fuscoviolaceum,0.00968159
6106at155619,T. abietinum,0.01749403
6194at155619,T. abietinum,0.01772282
6194at155619,T. fuscoviolaceum,0.004153411
6213at155619,T. abietinum,0.014545841
6213at155619,T. fuscoviolaceum,0.007516305
6216at155619,T. abietinum,0.015571284
6216at155619,T. fuscoviolaceum,0.0156499
6225at155619,T. abietinum,0.014169393
6225at155619,T. fuscoviolaceum,0.002752632
6304at155619,T. fuscoviolaceum,0.008283702
6304at155619,T. abietinum,0.012422741
6327at155619,T. abietinum,0.022028249
6327at155619,T. fuscoviolaceum,0.01724181
6366at155619,T. abietinum,0.014851377
6366at155619,T. fuscoviolaceum,0.008091161
6573at155619,T. abietinum,0.017705443
6573at155619,T. fuscoviolaceum,0.010511259
6611at155619,T. fuscoviolaceum,0.010661194
6611at155619,T. abietinum,0.015182648
6614at155619,T. abietinum,0.020590805
6614at155619,T. fuscoviolaceum,0.010048355
6686at155619,T. abietinum,0.014750671
6686at155619,T. fuscoviolaceum,0.007562635
6755at155619,T. abietinum,0.026950023
6755at155619,T. fuscoviolaceum,0.078971963
6797at155619,T. fuscoviolaceum,0.016366563
6797at155619,T. abietinum,0.010915773
6824at155619,T. abietinum,0.012095008
6824at155619,T. fuscoviolaceum,0.007194177
6864at155619,T. abietinum,0.014968105
6864at155619,T. fuscoviolaceum,0.005564181
6912at155619,T. abietinum,0.015874977
6912at155619,T. fuscoviolaceum,0.008788007
6913at155619,T. abietinum,0.013103436
6913at155619,T. fuscoviolaceum,0.014546834
7047at155619,T. fuscoviolaceum,0.013192435
7047at155619,T. abietinum,0.018128269
7091at155619,T. abietinum,0.019292113
7091at155619,T. fuscoviolaceum,0.01147472
7106at155619,T. abietinum,0.01862869
7106at155619,T. fuscoviolaceum,0.010993077
7139at155619,T. abietinum,0.015995695
7139at155619,T. fuscoviolaceum,0.016591186
7228at155619,T. fuscoviolaceum,0.016810571
7228at155619,T. abietinum,0.022863465
7243at155619,T. abietinum,0.017997648
7243at155619,T. fuscoviolaceum,0.011745188
7252at155619,T. abietinum,0.023832534
7252at155619,T. fuscoviolaceum,0.010241343
7256at155619,T. abietinum,0.014383138
7256at155619,T. fuscoviolaceum,0.010620608
7313at155619,T. fuscoviolaceum,0.012017775
7313at155619,T. abietinum,0.015559521
7381at155619,T. abietinum,0.018546359
7381at155619,T. fuscoviolaceum,0.033038593
7422at155619,T. abietinum,0.016297582
7422at155619,T. fuscoviolaceum,0.006104252
7455at155619,T. abietinum,0.014432371
7455at155619,T. fuscoviolaceum,0.010750773
7552at155619,T. abietinum,0.022961089
7552at155619,T. fuscoviolaceum,0.010502619
7581at155619,T. fuscoviolaceum,0.01433549
7581at155619,T. abietinum,0.023620709
7582at155619,T. fuscoviolaceum,0.007742008
7582at155619,T. abietinum,0.020277216
7618at155619,T. abietinum,0.017533917
7618at155619,T. fuscoviolaceum,0.013063264
7622at155619,T. abietinum,0.019168724
7622at155619,T. fuscoviolaceum,0.010910332
7777at155619,T. fuscoviolaceum,0.027429012
7777at155619,T. abietinum,0.016700374
7789at155619,T. fuscoviolaceum,0.02126726
7789at155619,T. abietinum,0.029377869
779at155619,T. abietinum,0.012386365
779at155619,T. fuscoviolaceum,0.020048183
7879at155619,T. abietinum,0.015174277
7879at155619,T. fuscoviolaceum,0.00673027
7880at155619,T. fuscoviolaceum,0.021464411
7880at155619,T. abietinum,0.019455216
7957at155619,T. fuscoviolaceum,0.012354117
7957at155619,T. abietinum,0.014503631
7969at155619,T. abietinum,0.014073681
7969at155619,T. fuscoviolaceum,0.006602611
7984at155619,T. fuscoviolaceum,0.027428639
7984at155619,T. abietinum,0.017241337
806at155619,T. fuscoviolaceum,0.007045116
806at155619,T. abietinum,0.029248608
8144at155619,T. fuscoviolaceum,0.013480625
8144at155619,T. abietinum,0.018088179
8178at155619,T. abietinum,0.01996301
8178at155619,T. fuscoviolaceum,0.018117354
8209at155619,T. fuscoviolaceum,0.002641467
8209at155619,T. abietinum,0.014143714
