GeneName,Comparison,count,dS_median,dS_mean,dS_SD,dN_median,dN_mean,dN_SD
33318at155619,T. fuscoviolaceum,820,0.0356,0.028951707,0.019782716,0.0052,0.006410976,0.004782383
33418at155619,between,5658,0.8396,0.832115094,0.087534689,0.0182,0.021820166,0.010008676
33418at155619,T. abietinum,9453,0.1095,0.113853591,0.071707822,0.0023,0.009175024,0.014467199
33418at155619,T. fuscoviolaceum,820,0.0606,0.095628293,0.085714283,0,0.002511098,0.003012896
33422at155619,between,5658,0.4,0.383407794,0.041083532,0.0282,0.027624178,0.005866383
33422at155619,T. abietinum,9453,0.0942,0.084852269,0.052589177,0.0062,0.007475161,0.007438705
33422at155619,T. fuscoviolaceum,820,0.007,0.005525122,0.006432006,0.0031,0.003206463,0.003111508
33477at155619,between,5658,0.3803,0.378245847,0.016535045,0.0368,0.037482043,0.002852726
33477at155619,T. abietinum,9453,0.0394,0.037966392,0.030094991,0.0036,0.003488067,0.00329652
33477at155619,T. fuscoviolaceum,820,0.0309,0.024892073,0.014400497,0.0036,0.004496341,0.003812471
33505at155619,between,5658,0.361,0.364909951,0.026646778,0.0325,0.031852457,0.005208178
33505at155619,T. abietinum,9453,0.0792,0.090322924,0.058034175,0.008,0.012451211,0.010063436
33505at155619,T. fuscoviolaceum,820,0.0126,0.012818537,0.007177964,0.0079,0.005287195,0.00417344
3377at155619,between,5658,0.2787,0.282213768,0.012858919,0.0056,0.005910074,0.00183466
3377at155619,T. abietinum,9453,0.061,0.050847604,0.036119715,0.0015,0.00173437,0.001431944
3377at155619,T. fuscoviolaceum,820,0.0143,0.014894146,0.008675679,0,0.000892683,0.002226408
33819at155619,between,5658,0.2585,0.276585808,0.040778833,0.0133,0.012459173,0.001657093
33819at155619,T. abietinum,9453,0.0668,0.080255771,0.070298349,0,0.000677065,0.001388172
33819at155619,T. fuscoviolaceum,820,0.0062,0.028558049,0.035557173,0.0026,0.004373537,0.004043614
33859at155619,between,5658,0.3943,0.395116561,0.030991005,0.027,0.027143089,0.003333359
33859at155619,T. abietinum,9453,0.0818,0.089510801,0.042722582,0.0095,0.009661208,0.005442041
33859at155619,T. fuscoviolaceum,820,0.085,0.083571951,0.035417193,0.0035,0.003442561,0.001973606
3385at155619,between,5658,0.3647,0.371984005,0.023397426,0.0273,0.030123312,0.006871556
3385at155619,T. abietinum,9453,0.032,0.048989337,0.045549394,0.0041,0.00805814,0.009009622
3385at155619,T. fuscoviolaceum,820,0.0046,0.030462439,0.034543902,0.0018,0.002873415,0.002786081
33864at155619,between,5658,0.6441,0.643989996,0.042819837,0.09255,0.093013256,0.004948654
33864at155619,T. abietinum,9453,0.1127,0.103307479,0.038629168,0.0174,0.016469206,0.006738109
33864at155619,T. fuscoviolaceum,820,0.0215,0.075882073,0.079374843,0.0058,0.016497683,0.01565897
33877at155619,between,5658,0.60895,0.607988671,0.066424549,0.0558,0.05583959,0.005941937
33877at155619,T. abietinum,9453,0.1276,0.148465778,0.083200732,0.0164,0.015914863,0.007314949
33877at155619,T. fuscoviolaceum,820,0.19765,0.16225439,0.123134948,0.0245,0.016865,0.012204191
33889at155619,between,5658,0.37695,0.376324019,0.021918747,0.0252,0.02444065,0.004189491
33889at155619,T. abietinum,9453,0.0683,0.076520533,0.051296445,0.0111,0.010160732,0.005341374
33889at155619,T. fuscoviolaceum,820,0.0445,0.040917195,0.023695257,0.011,0.009693171,0.005815707
33906at155619,between,5658,0.3763,0.377452315,0.028372398,0.0399,0.041232609,0.005656875
33906at155619,T. abietinum,9453,0.1047,0.086776738,0.044663664,0.014,0.013924542,0.006470557
33906at155619,T. fuscoviolaceum,820,0.0174,0.069514512,0.073172991,0.0047,0.012729024,0.012523874
33917at155619,between,5658,0.3336,0.337288901,0.019913645,0.0254,0.025470873,0.003225699
33917at155619,T. abietinum,9453,0.0701,0.079212864,0.047995443,0.0089,0.009820882,0.007039209
33917at155619,T. fuscoviolaceum,820,0.0294,0.029387927,0.01694871,0.0036,0.003421463,0.002018493
3393at155619,between,5658,0.4428,0.439737628,0.025767753,0.0344,0.034756398,0.00256446
3393at155619,T. abietinum,9453,0.0721,0.072504369,0.034172485,0.0063,0.006405131,0.003073138
3393at155619,T. fuscoviolaceum,820,0.0986,0.071189756,0.06655085,0.0035,0.004232683,0.003625696
33947at155619,between,5658,0.3979,0.398588353,0.021042063,0.0048,0.006787416,0.004849242
33947at155619,T. abietinum,9453,0.0669,0.083311488,0.060714312,0.0048,0.006524976,0.005388763
33947at155619,T. fuscoviolaceum,820,0.0116,0.04182561,0.044939331,0,0,0
34015at155619,between,5658,0.4249,0.427108978,0.031004628,0.0477,0.048660339,0.014256644
34015at155619,T. abietinum,9453,0.0868,0.072968423,0.060318839,0.0109,0.011058902,0.023168136
34015at155619,T. fuscoviolaceum,820,0.013,0.015081341,0.008330995,0.0036,0.003751951,0.002292251
34030at155619,between,5658,0.1323,0.133975804,0.012138239,0.0108,0.014043213,0.011660305
34030at155619,T. abietinum,9453,0.031,0.034335502,0.021380877,0.0036,0.004597239,0.009239556
34030at155619,T. fuscoviolaceum,820,0.0134,0.027337195,0.02610023,0.0018,0.00691878,0.014488811
34051at155619,between,5658,0.2299,0.226905992,0.021947016,0.0334,0.03353678,0.003629204
34051at155619,T. abietinum,9453,0.0714,0.084584132,0.051631062,0.011,0.010593653,0.005632435
34051at155619,T. fuscoviolaceum,820,0.0146,0.029677073,0.027536,0.0031,0.006536829,0.005481538
34134at155619,between,5658,0.2121,0.220004206,0.026188322,0.0185,0.016985649,0.003428834
34134at155619,T. abietinum,9453,0.0825,0.072542071,0.036963174,0.0056,0.005382598,0.003869036
34134at155619,T. fuscoviolaceum,820,0.0441,0.041317195,0.033307026,0,0.000887805,0.001382146
34155at155619,between,5658,0.3659,0.368597808,0.031117836,0.0242,0.023224602,0.002326301
34155at155619,T. abietinum,9453,0.0694,0.06982084,0.041643411,0.0036,0.004767418,0.004357232
34155at155619,T. fuscoviolaceum,820,0.0569,0.054010732,0.03227146,0.0053,0.004545976,0.003529485
34173at155619,between,5658,0.3157,0.313941782,0.034291811,0.0289,0.027662354,0.006090049
34173at155619,T. abietinum,9453,0.0938,0.086850799,0.032791407,0.0143,0.012398604,0.006360439
34173at155619,T. fuscoviolaceum,820,0.11035,0.099175,0.072478297,0.0095,0.007865122,0.004536096
34204at155619,between,5658,0.1991,0.199498745,0.022204587,0.002,0.002072464,0.000444615
34204at155619,T. abietinum,9453,0.0469,0.046424691,0.026479436,0,0.000144504,0.00062385
34204at155619,T. fuscoviolaceum,820,0.0176,0.020425122,0.011627764,0,0,0
34253at155619,between,5658,0.2961,0.300868346,0.034052203,0.015,0.016101838,0.005577268
34253at155619,T. abietinum,9453,0.0779,0.08466435,0.044787976,0.0075,0.008827832,0.007948124
34253at155619,T. fuscoviolaceum,820,0.0587,0.042618171,0.030658609,0.0019,0.002178049,0.00149222
34264at155619,between,5658,0.338,0.340228296,0.023913188,0.037,0.036970749,0.007953899
34264at155619,T. abietinum,9453,0.0808,0.077537681,0.05300181,0.015,0.012678494,0.011938248
34264at155619,T. fuscoviolaceum,820,0.0095,0.010350976,0.006055681,0.0021,0.002853415,0.001997801
34342at155619,between,5658,0.288,0.295748427,0.029638772,0.025,0.025846006,0.001587417
34342at155619,T. abietinum,9453,0.0359,0.044043235,0.039148749,0.004,0.004973257,0.003354159
34342at155619,T. fuscoviolaceum,820,0.0862,0.05247878,0.047252787,0.0039,0.003949512,0.003833534
34351at155619,between,5658,0.3973,0.406588989,0.035906315,0.0433,0.045944256,0.007397437
34351at155619,T. abietinum,9453,0.0965,0.085063546,0.053573998,0.0153,0.013042685,0.007591538
34351at155619,T. fuscoviolaceum,820,0.0087,0.057008293,0.067150427,0.0036,0.010612195,0.010867718
34371at155619,between,5658,0.1853,0.188932167,0.021186423,0.0073,0.008920113,0.002344482
34371at155619,T. abietinum,9453,0.0525,0.052108865,0.024886002,0,0.001354343,0.002548514
34371at155619,T. fuscoviolaceum,820,0.0179,0.019882439,0.015090098,0,0.001703415,0.001966617
34399at155619,between,5658,0.1531,0.15399012,0.009707022,0.0222,0.021785472,0.003222758
34399at155619,T. abietinum,9453,0.0146,0.018241077,0.01728166,0.0068,0.006427473,0.003818137
34399at155619,T. fuscoviolaceum,820,0.0075,0.027612439,0.030236011,0.0017,0.003345,0.00341553
34400at155619,between,5658,0.1901,0.184074496,0.019788247,0.0313,0.032831619,0.003057113
34400at155619,T. abietinum,9453,0.0369,0.039068,0.027843875,0.0054,0.006856162,0.006470825
34400at155619,T. fuscoviolaceum,820,0.0137,0.014467683,0.011440913,0.0036,0.003577195,0.002850149
34444at155619,between,5658,0.25825,0.256782078,0.02358654,0.0024,0.002091516,0.001357278
34444at155619,T. abietinum,9453,0.0801,0.092134074,0.056585919,0.0024,0.001469227,0.001623988
34444at155619,T. fuscoviolaceum,820,0.0277,0.031303415,0.018426944,0,0.000234268,0.000723145
34526at155619,between,5658,0.3486,0.356328279,0.027579579,0.0435,0.044783793,0.002915492
34526at155619,T. abietinum,9453,0.1378,0.108783381,0.067246876,0.012,0.01367624,0.011135042
34526at155619,T. fuscoviolaceum,820,0.0116,0.036679268,0.036799232,0,0.00104378,0.001199938
34561at155619,between,5658,0.4467,0.45016345,0.024660684,0.0175,0.017706469,0.001709663
34561at155619,T. abietinum,9453,0.0837,0.076666614,0.042353849,0.0018,0.002014112,0.001884244
34561at155619,T. fuscoviolaceum,820,0.0378,0.025949268,0.019996659,0,0.00062622,0.001269664
3456at155619,between,5658,0.3916,0.394712036,0.015790173,0.0041,0.004279639,0.002571108
3456at155619,T. abietinum,9453,0.0697,0.081572094,0.054077848,0,0.001758257,0.003545441
3456at155619,T. fuscoviolaceum,820,0.077,0.063206585,0.047653889,9.00E-04,0.000937317,0.000948991
34570at155619,between,5658,0.462,0.466439307,0.045537548,0.0627,0.062621368,0.00510738
34570at155619,T. abietinum,9453,0.1003,0.082304972,0.058908126,0.0166,0.016439638,0.011662016
34570at155619,T. fuscoviolaceum,820,0.1118,0.108882439,0.042077238,0.0169,0.018413049,0.011369939
34607at155619,between,5658,0.2611,0.261133051,0.017223851,0.0175,0.026615977,0.013428153
34607at155619,T. abietinum,9453,0.0679,0.064156924,0.030000908,0.0042,0.004090373,0.002223111
34607at155619,T. fuscoviolaceum,820,0.0443,0.040889756,0.024158117,0.01175,0.018319634,0.014727265
34643at155619,between,5658,0.3125,0.324433422,0.03417486,0.0315,0.032670219,0.00649506
34643at155619,T. abietinum,9453,0.1042,0.110718164,0.082640207,0.0145,0.014621094,0.011499552
34643at155619,T. fuscoviolaceum,820,0.0308,0.02625939,0.016696519,0.0018,0.002132805,0.001462276
34662at155619,between,5658,0.338,0.33534134,0.024394587,0.0335,0.033647526,0.003447231
34662at155619,T. abietinum,9453,0.0639,0.076022035,0.053234893,0.0079,0.007216058,0.004784368
34662at155619,T. fuscoviolaceum,820,0.1262,0.095947317,0.067170411,0.0079,0.007569268,0.005591993
34688at155619,between,5658,0.3013,0.301139873,0.026336241,0.021,0.019970608,0.003522215
34688at155619,T. abietinum,9453,0.1017,0.100350947,0.046405086,0.0022,0.002238845,0.002234814
34688at155619,T. fuscoviolaceum,820,0.1138,0.107501341,0.058849764,0.0044,0.005181585,0.003870655
34784at155619,between,5658,0.3334,0.331561506,0.020231683,0.0256,0.025631531,0.003360432
34784at155619,T. abietinum,9453,0.0754,0.083079245,0.040142044,0.0142,0.014400085,0.006493204
34784at155619,T. fuscoviolaceum,820,0.0097,0.04385,0.047722125,0.0016,0.003928659,0.003896023
34812at155619,between,5658,0.221,0.226098056,0.019673869,0.0095,0.010056539,0.001706511
34812at155619,T. abietinum,9453,0.0592,0.056740252,0.024010993,0,0.001776653,0.00264245
34812at155619,T. fuscoviolaceum,820,0.0051,0.045435366,0.056633148,0,0.001931707,0.002355306
34826at155619,between,5658,0.3265,0.325425645,0.026257136,0.0183,0.020177907,0.00521027
34826at155619,T. abietinum,9453,0.0774,0.071888469,0.034692198,0.0036,0.006054723,0.007191026
34826at155619,T. fuscoviolaceum,820,0.0779,0.07289878,0.048161896,0.0036,0.002980976,0.002090815
34836at155619,between,5658,0.505,0.511565447,0.062722024,0.019,0.018801608,0.004682321
34836at155619,T. abietinum,9453,0.1337,0.123989982,0.065322867,0.0053,0.006424246,0.006855184
34836at155619,T. fuscoviolaceum,820,0.0878,0.089331585,0.041962743,0.0027,0.003946463,0.003312152
34987at155619,between,5658,0.3041,0.302866189,0.024923046,0.0093,0.010912761,0.00463067
34987at155619,T. abietinum,9453,0.0963,0.103410251,0.058993776,0.0023,0.003439702,0.005930111
34987at155619,T. fuscoviolaceum,820,0.0393,0.044435732,0.026634215,0.0023,0.001679512,0.001649973
35081at155619,between,5658,0.3204,0.322927536,0.019468306,0.0326,0.033810728,0.003322863
35081at155619,T. abietinum,9453,0.0629,0.0588181,0.037168902,0.004,0.008653073,0.009493081
35081at155619,T. fuscoviolaceum,820,0.0233,0.026014146,0.016912921,0,0.000879756,0.003063329
35088at155619,between,5658,0.22435,0.225429763,0.014923552,0.0418,0.04157234,0.004474465
35088at155619,T. abietinum,9453,0.0381,0.038803047,0.020453994,0.0115,0.011111658,0.004740999
35088at155619,T. fuscoviolaceum,820,0.0037,0.012040122,0.012686847,0.0016,0.001988902,0.001734442
35127at155619,between,5658,0.363,0.375251891,0.03806211,0.031,0.038178968,0.017773088
35127at155619,T. abietinum,9453,0.0912,0.089765609,0.064907799,0.0249,0.029216608,0.022545164
35127at155619,T. fuscoviolaceum,820,0.0188,0.015667317,0.008957291,0.0051,0.004337073,0.002758778
35162at155619,between,5658,0.2817,0.282838353,0.012328691,0.0083,0.009656151,0.002071837
35162at155619,T. abietinum,9453,0.0408,0.048547361,0.030260162,0.0021,0.002102814,0.002472728
35162at155619,T. fuscoviolaceum,820,0,0.037963415,0.047842077,0,0.000594024,0.001187563
35193at155619,between,5658,0.4313,0.417233139,0.079593096,0.0109,0.010828402,0.001704819
35193at155619,T. abietinum,9453,0.0891,0.087745911,0.050887959,0.0022,0.002407067,0.001817776
35193at155619,T. fuscoviolaceum,820,0.1524,0.14180061,0.072853077,0.0042,0.002687073,0.002344761
35253at155619,between,5658,0.2677,0.282576317,0.040531871,0.0172,0.017028826,0.004308697
35253at155619,T. abietinum,9453,0.0597,0.08984223,0.079734038,0.0021,0.006662742,0.00682513
35253at155619,T. fuscoviolaceum,820,0.0275,0.036493049,0.032685948,0,0.004733659,0.007516628
35349at155619,between,5658,0.4855,0.480852846,0.026066115,0.1417,0.139978473,0.005059697
35349at155619,T. abietinum,9453,0.0667,0.076886745,0.04993462,0.0103,0.022498836,0.01895102
35349at155619,T. fuscoviolaceum,820,0.0069,0.009433049,0.00879678,0.003,0.002740854,0.002341347
35361at155619,between,5658,0.6414,0.675378155,0.091678054,0.0474,0.047963043,0.005567791
35361at155619,T. abietinum,9453,0.239,0.186345742,0.105791974,0.0229,0.020671469,0.012013957
35361at155619,T. fuscoviolaceum,820,0.0193,0.048180854,0.041945104,0.005,0.00852939,0.006998383
35381at155619,between,5658,0.4125,0.402124284,0.03524725,0.0389,0.039951555,0.004029447
35381at155619,T. abietinum,9453,0.0918,0.082238739,0.040078465,0.0102,0.010748588,0.007534836
35381at155619,T. fuscoviolaceum,820,0.0074,0.017771951,0.020261454,0.0034,0.00239622,0.002380496
35464at155619,between,5658,0.2399,0.241761824,0.014568832,0.0047,0.005635401,0.002946795
35464at155619,T. abietinum,9453,0.0541,0.060390797,0.049271122,0.0023,0.002581646,0.002711062
35464at155619,T. fuscoviolaceum,820,0.0049,0.025737439,0.030118287,0.0023,0.002490488,0.002261005
35479at155619,between,5658,0.3845,0.381387876,0.024992797,0.0469,0.046773259,0.003044093
35479at155619,T. abietinum,9453,0.0804,0.076625198,0.049278436,0.0085,0.009043436,0.005849926
35479at155619,T. fuscoviolaceum,820,0.0071,0.035112073,0.039086803,0.0014,0.009955366,0.011153313
35539at155619,between,5658,0.3964,0.395693708,0.014896631,0.0584,0.058595723,0.005869877
35539at155619,T. abietinum,9453,0.0501,0.072660288,0.054924744,0.0099,0.013743753,0.010977751
35539at155619,T. fuscoviolaceum,820,0.0162,0.074284024,0.080655778,0.0085,0.011559634,0.009050138
35573at155619,between,5658,0.38185,0.382461771,0.02575726,0.0099,0.011761082,0.005047947
35573at155619,T. abietinum,9453,0.0849,0.073923262,0.053392687,0.0025,0.002794108,0.006891485
35573at155619,T. fuscoviolaceum,820,0.0125,0.039354512,0.040577521,0.0025,0.00201378,0.00191071
35579at155619,between,5658,0.3042,0.323806875,0.047088694,0.007,0.007001838,0.001154622
35579at155619,T. abietinum,9453,0.0852,0.084808135,0.055253295,0.0035,0.002012314,0.001916421
35579at155619,T. fuscoviolaceum,820,0.0169,0.041240488,0.041532224,0,0.001967683,0.002734551
3559at155619,between,5658,0.4003,0.399875009,0.014831635,0.0129,0.013265801,0.00117744
3559at155619,T. abietinum,9453,0.0819,0.079557654,0.042509628,0.0015,0.001637501,0.001259299
3559at155619,T. fuscoviolaceum,820,0.0232,0.036263537,0.028028884,0,0.000331098,0.000402309
35642at155619,between,5658,0.4834,0.467967886,0.056235119,0.0144,0.014663538,0.002479778
35642at155619,T. abietinum,9453,0.0855,0.084762827,0.044856533,0.0024,0.001678642,0.001893134
35642at155619,T. fuscoviolaceum,820,0.011,0.052709146,0.066351902,0.0024,0.002160366,0.00218459
35646at155619,between,5658,0.4563,0.452454595,0.030917607,0.0078,0.007081955,0.00210719
35646at155619,T. abietinum,9453,0.1017,0.107823516,0.059514076,0.0026,0.002159547,0.002208483
35646at155619,T. fuscoviolaceum,820,0.1082,0.099392805,0.073812675,0.0079,0.006374756,0.005099054
3564at155619,between,5658,0.3855,0.385116561,0.017725408,0.0085,0.008813415,0.002191215
3564at155619,T. abietinum,9453,0.0683,0.063012991,0.024473979,0.0024,0.003107077,0.002905057
3564at155619,T. fuscoviolaceum,820,0.0238,0.039574512,0.031452147,8.00E-04,0.001943171,0.002037827
3565at155619,between,5658,0.2992,0.30132614,0.0166374,0.0321,0.032566508,0.003779147
3565at155619,T. abietinum,9453,0.0583,0.070557209,0.047031065,0.0045,0.006880419,0.006743213
3565at155619,T. fuscoviolaceum,820,0.0046,0.027027683,0.032416265,0.0018,0.00265878,0.002200124
35668at155619,between,5658,0.3723,0.373082998,0.030176385,0.0176,0.017952298,0.003336617
35668at155619,T. abietinum,9453,0.1169,0.119200867,0.05729862,0.0078,0.008356754,0.004456991
35668at155619,T. fuscoviolaceum,820,0.0147,0.039178049,0.040860681,0.0039,0.004184512,0.003151474
35696at155619,between,5658,0.335,0.335358059,0.020627744,0.0506,0.05000106,0.003185913
35696at155619,T. abietinum,9453,0.052,0.080153697,0.061530614,0.0048,0.006188988,0.005400786
35696at155619,T. fuscoviolaceum,820,0.0548,0.080639024,0.062395905,0.0036,0.006694146,0.006210422
35715at155619,between,5658,0.5495,0.545609244,0.032840603,0.052,0.052164811,0.002777444
35715at155619,T. abietinum,9453,0.1046,0.121643119,0.085044669,0.0179,0.020859431,0.014100284
35715at155619,T. fuscoviolaceum,820,0.1115,0.108812439,0.051199166,0.0131,0.010355244,0.00602912
35717at155619,between,5658,0.2535,0.247851361,0.027577336,0.0023,0.002335454,0.000205866
35717at155619,T. abietinum,9453,0.0573,0.055730784,0.036522736,0,0,0
35717at155619,T. fuscoviolaceum,820,0.0297,0.034328049,0.022789238,0,0,0
3579at155619,between,5658,0.3602,0.362515712,0.019089866,0.0047,0.004843425,0.000482298
3579at155619,T. abietinum,9453,0.0682,0.066885846,0.041663264,0,0.00010018,0.000305495
3579at155619,T. fuscoviolaceum,820,0.0098,0.035967561,0.03860788,0,0.000353659,0.000510499
35825at155619,between,5658,0.1736,0.177190085,0.020522546,0.0461,0.04364597,0.007628484
35825at155619,T. abietinum,9453,0.0658,0.063774273,0.040989877,0.0171,0.015094436,0.009583902
35825at155619,T. fuscoviolaceum,820,0.0287,0.033689268,0.024177013,0.0072,0.006676463,0.004196018
35887at155619,between,5658,0.3352,0.334781425,0.023604282,0.0092,0.009492206,0.002953827
35887at155619,T. abietinum,9453,0.0626,0.061423696,0.035649382,0.0023,0.002271491,0.002375977
35887at155619,T. fuscoviolaceum,820,0.0057,0.031118293,0.036412406,0.0023,0.002853171,0.00308967
35889at155619,between,5658,0.35,0.350549293,0.040655884,0.0331,0.031602757,0.011679468
35889at155619,T. abietinum,9453,0.1007,0.096899376,0.041443814,0.0183,0.013521559,0.009902361
35889at155619,T. fuscoviolaceum,820,0.0681,0.135285244,0.120552947,0.0224,0.018546341,0.015427038
35949at155619,between,5658,0.2609,0.279584023,0.039753584,0.0067,0.00909468,0.002793944
35949at155619,T. abietinum,9453,0.1173,0.0849203,0.060672354,0.0027,0.00291517,0.002820904
35949at155619,T. fuscoviolaceum,820,0.0069,0.050080854,0.057785904,0,0.000653659,0.001473261
36025at155619,between,5658,0.2627,0.268596501,0.032662027,0.0204,0.021269565,0.002552072
36025at155619,T. abietinum,9453,0.0756,0.074275331,0.032944977,0,0.001781413,0.002562108
36025at155619,T. fuscoviolaceum,820,0.06665,0.07453561,0.056863764,0.0031,0.002556951,0.002482405
36034at155619,between,5658,0.3198,0.328367674,0.039282903,0.006,0.006204754,0.000528947
36034at155619,T. abietinum,9453,0.1084,0.101867915,0.047414098,0,0.000115551,0.000471379
36034at155619,T. fuscoviolaceum,820,0.0756,0.062932927,0.045523153,0,9.76E-05,0.000431081
36071at155619,between,5658,0.2845,0.284902262,0.017721926,0.0108,0.01103731,0.003079312
36071at155619,T. abietinum,9453,0.0561,0.050215561,0.02726742,0.0044,0.00356801,0.00287996
36071at155619,T. fuscoviolaceum,820,0.0336,0.031889146,0.016748993,0.0042,0.003463659,0.002228661
3609at155619,between,5658,0.4095,0.413792011,0.028517556,0.0276,0.028813521,0.005537765
3609at155619,T. abietinum,9453,0.1315,0.125847435,0.062085921,0.0121,0.013430435,0.007943065
3609at155619,T. fuscoviolaceum,820,0.0224,0.06493878,0.065726287,0.006,0.007753415,0.005240168
36161at155619,between,5658,0.3378,0.348703376,0.030522573,0.026,0.027399823,0.006947771
36161at155619,T. abietinum,9453,0.0868,0.067432963,0.044550933,0.0034,0.004271374,0.009500192
36161at155619,T. fuscoviolaceum,820,0.0234,0.059624878,0.056809798,0.0034,0.00411878,0.003944188
36209at155619,between,5658,0.4496,0.568846642,0.428150716,0.0178,0.044973931,0.084871336
36209at155619,T. abietinum,9453,0.0664,0.27031573,0.648372121,0.0081,0.039234529,0.099132871
36209at155619,T. fuscoviolaceum,820,0.038,0.175130366,0.455069581,0.0073,0.029037073,0.076545158
36266at155619,between,5658,0.69205,0.687771085,0.044261793,0.0617,0.062202651,0.003459444
36266at155619,T. abietinum,9453,0.098,0.107127684,0.060258453,0.0077,0.008754364,0.00654081
36266at155619,T. fuscoviolaceum,820,0.1838,0.19462622,0.127385514,0.0159,0.014530244,0.009316738
36269at155619,between,5658,0.1705,0.177677448,0.024485338,0.0142,0.017461205,0.015822568
36269at155619,T. abietinum,9453,0.0173,0.018269258,0.012214306,0.0024,0.002557939,0.002703766
36269at155619,T. fuscoviolaceum,820,0.0177,0.029082683,0.029624067,0,0.008496463,0.020862775
36276at155619,between,5658,0.32115,0.320392011,0.040474234,0.0252,0.022826794,0.013346496
36276at155619,T. abietinum,9453,0.182,0.160715953,0.070972108,0.0258,0.021787813,0.013085903
36276at155619,T. fuscoviolaceum,820,0.0727,0.071133659,0.030603906,0.0244,0.018189512,0.015136648
36292at155619,between,5658,0.3466,0.347932061,0.018692486,0.0209,0.020699046,0.002799633
36292at155619,T. abietinum,9453,0.0586,0.059650894,0.030073331,0.0046,0.00394716,0.00271337
36292at155619,T. fuscoviolaceum,820,0,0.007137439,0.009949505,0.0023,0.002166098,0.002145142
36432at155619,between,5658,0.3299,0.334139714,0.026780742,0.0469,0.048770802,0.006002468
36432at155619,T. abietinum,9453,0.0525,0.071921877,0.045566084,0.0066,0.009588808,0.007110525
36432at155619,T. fuscoviolaceum,820,0.0794,0.071933049,0.034414441,0.01105,0.010861585,0.006483485
36446at155619,between,5658,0.3427,0.345112054,0.029790405,0.0045,0.003885825,0.002259605
36446at155619,T. abietinum,9453,0.1,0.094153359,0.043387486,0.0022,0.002463821,0.002396711
36446at155619,T. fuscoviolaceum,820,0.1307,0.103781829,0.070801559,0,0.000606707,0.00159721
36463at155619,between,5658,0.397,0.397142453,0.029316415,0.0475,0.048999788,0.006192544
36463at155619,T. abietinum,9453,0.0426,0.058288321,0.045147358,0.0121,0.012144293,0.01006271
36463at155619,T. fuscoviolaceum,820,0.0088,0.040872195,0.047432439,0.0036,0.005897683,0.005437459
36547at155619,between,5658,0.3452,0.345721792,0.011747461,0.0423,0.041365659,0.003384102
36547at155619,T. abietinum,9453,0.0803,0.079720861,0.056634695,0.0096,0.011069301,0.008116974
36547at155619,T. fuscoviolaceum,820,0.0104,0.040433415,0.043534108,0.0024,0.003899634,0.003100567
3656at155619,between,5658,0.3758,0.378518611,0.021020772,0.0031,0.005382432,0.011381553
3656at155619,T. abietinum,9453,0.123,0.093969904,0.061350391,0.0015,0.005296848,0.01573381
3656at155619,T. fuscoviolaceum,820,0.0652,0.063426951,0.042827421,0.0016,0.001272561,0.001203583
36575at155619,between,5658,0.32,0.320703623,0.022995143,0.0494,0.049592506,0.003872991
36575at155619,T. abietinum,9453,0.077,0.067801185,0.039685075,0.0124,0.011060753,0.006405404
36575at155619,T. fuscoviolaceum,820,0.08035,0.07926939,0.052318714,0.0136,0.013042805,0.007207845
36713at155619,between,5658,0.2984,0.300232025,0.019129473,0.0507,0.050184889,0.003716275
36713at155619,T. abietinum,9453,0.0382,0.046208854,0.029523528,0.0039,0.00400877,0.004646812
36713at155619,T. fuscoviolaceum,820,0.0322,0.040963049,0.027537297,0.002,0.002580122,0.002124129
36724at155619,between,5658,0.3108,0.315220802,0.027205866,0.1123,0.111439802,0.006967547
36724at155619,T. abietinum,9453,0.0606,0.059679879,0.031694939,0.0192,0.019148366,0.010409371
36724at155619,T. fuscoviolaceum,820,0.063,0.046091341,0.038524518,0.0158,0.013042805,0.007417207
36817at155619,between,5658,0.2787,0.283873666,0.02398961,0.0096,0.009320025,0.002594554
36817at155619,T. abietinum,9453,0.0542,0.055675479,0.034463115,0.0024,0.003902962,0.004255501
36817at155619,T. fuscoviolaceum,820,0.0815,0.063100122,0.046980713,0.0048,0.003053415,0.002834301
3682at155619,between,5658,0.326,0.326377678,0.023617656,0.0059,0.006175274,0.000384895
3682at155619,T. abietinum,9453,0.0709,0.062517201,0.028844955,0,3.05E-05,0.000144157
3682at155619,T. fuscoviolaceum,820,0.0064,0.036380854,0.041251629,0,0.000703902,0.00081819
36857at155619,between,5658,0.4056,0.409602633,0.036558192,0.0467,0.052586144,0.013954102
36857at155619,T. abietinum,9453,0.0742,0.083131397,0.049508564,0.0255,0.023502687,0.019268875
36857at155619,T. fuscoviolaceum,820,0.0854,0.072395488,0.053101956,0.0095,0.009001585,0.005728965
36883at155619,between,5658,0.3219,0.319272605,0.022045025,0.0355,0.034892418,0.003778816
36883at155619,T. abietinum,9453,0.1037,0.101324193,0.043725079,0.0091,0.008668127,0.004967959
36883at155619,T. fuscoviolaceum,820,0.041,0.03310122,0.020302064,0.0018,0.001565122,0.001485141
36937at155619,between,5658,0.5257,0.529520908,0.038782103,0.138,0.136479622,0.010469405
36937at155619,T. abietinum,9453,0.1832,0.149993008,0.078249958,0.0458,0.036555411,0.019482316
36937at155619,T. fuscoviolaceum,820,0.0572,0.052764512,0.032924989,0.0213,0.023972073,0.015696772
3697at155619,between,5658,0.3265,0.327318628,0.0173068,0.0079,0.008104772,0.001387449
